action,life,power,attack,defence,fall.defence_up,liedown.time,airjuggle,sparkno,guard.sparkno,ko.echo,volume,intpersistindex,floatpersistindex,var(21),ignorehitpause,ground.hittime,statetype,add,runjump.back,postype,movecamera,fall,air.velocity,edge,attr,trigger1,color,airjump.fwd,keyctrl,triggerall,"root,palno",walk.fwd,walk.back,player,air.hittime,hitflag,priority,air.type,juggle,x,jump.neu,ctrl,velset,persistent,palno,stand.friction,(gametime % 5),physics,ontop,ground.type,(gametime % 10),height,anim,trigger2,airjump.num,givepower,movehit,run.back,reversal.attr,trigger9,pausemovetime,vfacing,damage,run.fwd,ground.front,forceair,crouch.friction,air.front,ampl,palfx.add,guardflag,airjump.height,mid.pos,type,hitsound,guardsound,backedgedist,freq,helpertype,trigger7,scale,stateno,getpower,time,absolute,value,id,flag,jump.fwd,airguard.velocity,v,movetime,animtype,trigger4,trigger3,trigger5,air.back,facing,under,ground.velocity,movetype,name,movecontact,airjump.neu,unhittable,yaccel,trigger6,ground.back,trigger13,pausetime,animtime,ground.slidetime,teamside,head.pos,roundstate,ownpal,(vel y > 0),slot,trigger12,kill,removeongethit,attack.dist,shadowoffset,removetime,p1stateno,proj.attack.dist,animelem,darken,palfx.time,runjump.fwd,pos,bindtime,random,proj.doscale,statedef,draw.offset,sound,invertall,poweradd,yscale,state,sprpriority,"root,stateno",y,"enemynear,movetype",trigger10,mul,airjump.back,supermovetime,p2stateno,trigger11,trigger8,jump.back,p2defmul,sparkxy,xscale
AssertSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AssertSpecial,,,,,,,,,,,,,,unguardable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
1,,,,,,,,s6075,s6075,,,,,,,100,,,,,,,,,", SP",0,,,,,,,,,,MAFD,"3, Hit",,,,,,,,,,,,,LOW,,,,,,,,,,,,,"40, 15",,,,,,,,LA,,,HitDef,"s4, 2","s20, 6",,,,,,,,0,,,,,,,,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"20, 0",
TargetState,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,NumTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,TargetState,,,,,,,,,,,,505,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
HitOverride,,,,,,,,,,,,,,,,,,,,,,,,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,HitOverride,,,,,,,,502,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
DestroySelf,,,,,,,,,,,,,,,1,,,,,,,,,,,1 || backedgebodydist lteq -20|| frontedgebodydist lteq -20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 || backedgebodydist lteq -20|| frontedgebodydist lteq -20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,6070,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,,,,,,2,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
1,,,,,,,,s6075,s6075,,,,,,,100,,,,,,,,,", SP",0,,,,,,,,,,MAFD,"3, Hit",,,,,,,,,,,,,LOW,,,,,,,,,,,,,"40, 15",,,,,,,,LA,,,HitDef,"s4, 2","s20, 6",,,,,,,,0,,,,,,,,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"20, 0",
TargetState,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,NumTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,TargetState,,,,,,,,,,,,505,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
HitOverride,,,,,,,,,,,,,,,,,,,,,,,,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,HitOverride,,,,,,,,502,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
DestroySelf,,,,,,,,,,,,,,,1,,,,,,,,,,,1 || backedgebodydist lteq -20|| frontedgebodydist lteq -20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 || backedgebodydist lteq -20|| frontedgebodydist lteq -20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,6075,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,,,,,,2,,,,,,,,,,,,,,
DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,6070,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,2,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
HitOverride,,,,,,,,,,,,,,,1,,,,,,,,,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,HitOverride,,,,,,,,502,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,s6075,s6075,,,,,,,30,,,,,,,,,", SP",0,,,,,,,,,,MAFD,"3, Hit",,,,,,,,,,,,,LOW,,,,,,,,,,,,,"40, 15",,,,,,,,LA,,,HitDef,"s4, 2","s20, 6",,,,,,,,0,,,,,,,,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"20, 0",
DestroySelf,,,,,,,,,,,,,,,1,,,,,,,,,,,1 || backedgebodydist lteq -20|| frontedgebodydist lteq -20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 || backedgebodydist lteq -20|| frontedgebodydist lteq -20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,-1,,,,,,,,,,,,,,
PosSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
DestroySelf,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
SelfState,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SelfState,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1010,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,-5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"s21,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,12,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
Width,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,10 gteq 0,,,,,,,,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 gteq 0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
PlayerPush,,,,,,,,,,,,,,,1,,,,,,,,,,,3 gteq 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlayerPush,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 gteq 0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
TargetBind,,,,,,,,,,,,,,,1,,,,,,,,,,,3 gteq 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TargetBind,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 gteq 0,,,,"30,0",,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,-1,-1,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",0,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"0, 0",,,,,,,,MA,,,HitDef,-1,-1,,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"0, 0",
1,,,,,,,,s6150,s6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",4,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 2",,,,,,,,MA,,,HitDef,"s30, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-30, -60",
1,,,,,,,,s6150,s6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",5,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 2",,,,,,,,MA,,,HitDef,"s30, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"15, -70",
1,,,,,,,,s6150,s6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",6,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 2",,,,,,,,MA,,,HitDef,"s30, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-20, -30",
1,,,,,,,,s6150,s6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",7,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 2",,,,,,,,MA,,,HitDef,"s30, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"0, -100",
1,,,,,,,,s6150,s6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",8,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 2",,,,,,,,MA,,,HitDef,"s30, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-50, -20",
1,,,,,,,,s6150,s6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",9,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 2",,,,,,,,MA,,,HitDef,"s30, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-10, -70",
1,,,,,,,,s6217,s6217,,,,,,,40,,,,,,1,"-1.4,-3",,"S, NA",12,,,,,,,,,15,MAF,"77, Hit",High,,,,,,,,,,,,TRIP,,,,,,,,,,,,,"0, 20",,,,,,,,MA,,,HitDef,"s24, 0","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,-5,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,200,,,,,,,,,551,,,,,"-10, -40",
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,1,,,,6030,,,,,,,,999,1,,,,,,,,,,,,Explod,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,-2,,,12,,,,"40,0",1,,,,,,,,,0,2,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,,,,,,-1,,,,,,,,,,,,,,
ScreenBound,,,,,,,,,,,,,,,1,,,,,,"0,0",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScreenBound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,velset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,velset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SelfState,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SelfState,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,1050,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,2,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"4,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
PosAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,P2Dist x - 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosAdd,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Width,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,,,,,,,,,,,,"40,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,30053,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"-2,2",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,"0,0",,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,30052,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"2,2",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,"-150,0",,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,30051,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"2,2",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,"-150,0",,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,s7010,s8000,,,,,,,40,,,,,,,"-1.4,-3",,"S, NA",0,,,,,,,,,15,MAFD,"7, Hit",High,,,,,,,,,,,,High,,,,,,,,,,,,,"0, 0",,,,,,,,MA,,,HitDef,"s4, 49","s20, 6",,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,-4,,,,,,,,,,"20, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,601,,,,,"-20, -76",
EnvShake,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,EnvShake,,,,175,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,,,,,-1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
